"from","to","weight"
"Gert","Photographer",1
"Gert","Rachel",1
"Gert","Ross",1
"Gert","Second Girl",1
"Gert","The Girls",1
"Gert","Waiter",1
"Gert","Woman",1
"Ginger","Gunther",1
"Ginger","Joey",1
"Ginger","Lecturer",1
"Ginger","Leslie",1
"Ginger","Mark",1
"Ginger","Monica",1
"Ginger","New Scene",1
"Ginger","Phoebe",1
"Ginger","Rachel",1
"Ginger","Ross",1
"Ginger","Singer",1
"Ginger","Woman",1
"Girl","Gunther",3
"Girl","Guy",2
"Girl","Isabella",1
"Girl","Janine",1
"Girl","Jasmine",1
"Girl","Joey",8
"Girl","Joey's Head",1
"Girl","Kid",1
"Girl","Kids",1
"Girl","Leader",1
"Girl","Mackenzie",1
"Girl","Maitre D'",1
"Girl","Man",1
"Girl","Mark",1
"Girl","Mary Ellen",1
"Girl","Mike",2
"Girl","Mona",1
"Girl","Monica",8
"Girl","Mr Campbell",1
"Girl","Mr Zellner",1
"Girl","New Scene",8
"Girl","Nurse",1
"Girl","Phoebe",8
"Girl","Rachel",8
"Girl","Rachel's Boss",1
"Girl","Realtor",1
"Girl","Receptionist",1
"Girl","Rita",1
"Girl","Ross",8
"Girl","Sarah",2
"Girl","Susan",1
"Girl","Terry",1
"Girl","Ursula",1
"Girl","Waiter",1
"Girl","Witch",1
"Girl","Woman",3
"Girl's Voice","Gunter",1
"Girl's Voice","Gunther",1
"Girl's Voice","Guy",1
"Girl's Voice","Guys",1
"Girl's Voice","Joey",1
"Girl's Voice","Monica",1
"Girl's Voice","Mr. Greene",1
"Girl's Voice","Mrs. Geller",1
"Girl's Voice","Mrs. Greene",1
"Girl's Voice","New Scene",1
"Girl's Voice","Phoebe",1
"Girl's Voice","Rachel",1
"Girl's Voice","Ross",1
"Girls","Guys",2
"Girls","Joey",2
"Girls","Monica",2
"Girls","New Scene",2
"Girls","Paolo",1
"Girls","Phoebe",2
"Girls","Phoebe's Assistant",1
"Girls","Rachel",2
"Girls","Ross",2
"Girls","Susan",1
"Grandma Tribbiani","Joey",1
"Grandma Tribbiani","Monica",1
"Grandma Tribbiani","New Scene",1
"Grandma Tribbiani","Phoebe",1
"Grandma Tribbiani","Rachel",1
"Grandma Tribbiani","Ross",1
"Grandmom","Gunther",1
"Grandmom","Joey",1
"Grandmom","Monica",1
"Grandmom","Mr. Treeger",1
"Grandmom","New Scene",1
"Grandmom","Phoebe",1
"Grandmom","Rachel",1
"Grandmom","Ross",1
"Guest #1","Guest #2",1
"Guest #1","Guest #3",1
"Guest #1","Guy",1
"Guest #1","Joey",1
"Guest #1","Katie",1
"Guest #1","Monica",1
"Guest #1","New Scene",1
"Guest #1","Party Guests",1
"Guest #1","Phoebe",1
"Guest #1","Rachel",1
"Guest #1","Ross",1
"Guest #1","Steve",1
"Guest #2","Guest #3",1
"Guest #2","Guy",1
"Guest #2","Joey",1
"Guest #2","Katie",1
"Guest #2","Monica",1
"Guest #2","New Scene",1
"Guest #2","Party Guests",1
"Guest #2","Phoebe",1
"Guest #2","Rachel",1
"Guest #2","Ross",1
"Guest #2","Steve",1
"Guest #3","Guy",1
"Guest #3","Joey",1
"Guest #3","Katie",1
"Guest #3","Monica",1
"Guest #3","New Scene",1
"Guest #3","Party Guests",1
"Guest #3","Phoebe",1
"Guest #3","Rachel",1
"Guest #3","Ross",1
"Guest #3","Steve",1
"Gunter","Gunther",1
"Gunter","Guy",1
"Gunter","Guys",1
"Gunter","Joey",1
"Gunter","Monica",1
"Gunter","Mr. Greene",1
"Gunter","Mrs. Geller",1
"Gunter","Mrs. Greene",1
"Gunter","New Scene",1
"Gunter","Phoebe",1
"Gunter","Rachel",1
"Gunter","Ross",1
"Gunther","Guy",4
"Gunther","Guy #1",1
"Gunther","Guy #2",1
"Gunther","Guys",1
"Gunther","Hayley",1
"Gunther","Hayley's Roommate",1
"Gunther","Health Inspector",1
"Gunther","Hold Voice",1
"Gunther","Host",1
"Gunther","Hypnosis Tape",1
"Gunther","Issac",1
"Gunther","It's 6",1
"Gunther","Jane",1
"Gunther","Janice",4
"Gunther","Janice's Voice",1
"Gunther","Janine",1
"Gunther","Jasmine",1
"Gunther","Jeannine",1
"Gunther","Jester",1
"Gunther","Jill",3
"Gunther","Joanna",1
"Gunther","Joey",52
"Gunther","Joey's Grandmom",1
"Gunther","Joey's Sister",1
"Gunther","Joey's Sisters",1
"Gunther","Josh",1
"Gunther","Joshua",2
"Gunther","Judge",1
"Gunther","Julie",1
"Gunther","Julio",1
"Gunther","Kara",1
"Gunther","Kate",2
"Gunther","Kathy",3
"Gunther","Kid",1
"Gunther","Kids",1
"Gunther","Kyle Lowder",1
"Gunther","Larry",1
"Gunther","Lauren",2
"Gunther","Leader",1
"Gunther","Lecturer",1
"Gunther","Leslie",1
"Gunther","Little Bully",1
"Gunther","Mackenzie",1
"Gunther","Maitre D'",2
"Gunther","Male Guest",1
"Gunther","Male Jeweler",1
"Gunther","Man",4
"Gunther","Man on Tv",1
"Gunther","Man's Voice",1
"Gunther","Marjorie",1
"Gunther","Mark",6
"Gunther","Mary-Angela",1
"Gunther","Mary-Theresa",1
"Gunther","Matress King",1
"Gunther","Matthew Ashford",1
"Gunther","Melissa",1
"Gunther","Message",2
"Gunther","Mike",4
"Gunther","Mona",2
"Gunther","Monica",52
"Gunther","Mover",1
"Gunther","Mr Campbell",1
"Gunther","Mr Zellner",1
"Gunther","Mr. Bing",1
"Gunther","Mr. Geller",2
"Gunther","Mr. Greene",1
"Gunther","Mr. Kaplan",1
"Gunther","Mr. Posner",1
"Gunther","Mr. Treeger",1
"Gunther","Mrs Buffay",1
"Gunther","Mrs. Bing",1
"Gunther","Mrs. Burkart",1
"Gunther","Mrs. Geller",3
"Gunther","Mrs. Greene",1
"Gunther","Mrs. Lynch",1
"Gunther","Ms. Mckenna",1
"Gunther","New Scene",52
"Gunther","Nurse",2
"Gunther","Passenger #1",1
"Gunther","Passenger #2",1
"Gunther","Passenger #3",1
"Gunther","Patron",1
"Gunther","Paul",2
"Gunther","Pete",4
"Gunther","Phoebe",52
"Gunther","Professor Spafford",1
"Gunther","Quartet",1
"Gunther","Racel",1
"Gunther","Rache",1
"Gunther","Rachel",52
"Gunther","Rachel's Boss",1
"Gunther","Realtor",1
"Gunther","Receptionist",1
"Gunther","Richard",2
"Gunther","Richard's Date",1
