"season","from","to","weight"
9,"Molly","Rachel",4
9,"Molly","Ross",4
9,"Molly","Woman",1
9,"Monica","Mr Geller",4
9,"Monica","Nurse",1
9,"Monica","Others",1
9,"Monica","Phoebe",55
9,"Monica","Professor Spafford",1
9,"Monica","Racel",1
9,"Monica","Rache",1
9,"Monica","Rachel",50
9,"Monica","Ross",38
9,"Monica","Second Message",1
9,"Monica","Steve",2
9,"Monica","Strange Man",1
9,"Monica","Tom",1
9,"Monica","Tv",1
9,"Monica","Tv Announcer",1
9,"Monica","Waiter",1
9,"Monica","Woman",1
9,"Monica","Woman at Door",1
9,"Monica","Zack",3
9,"Mr Geller","Phoebe",2
9,"Mr Geller","Rachel",1
9,"Mr Geller","Ross",3
9,"Mr Oberblau","Paleontologist",1
9,"Mr Oberblau","Professore Clerk",1
9,"Mr Oberblau","Ross",1
9,"Mr Oberblau","Woman",1
9,"Mr Zelner","Rachel",2
9,"Mr Zelner","Ross",1
9,"Ms Geller","Rachel",1
9,"Ms Geller","Ross",1
9,"Nurse","Rachel",2
9,"Nurse","Receptionist",1
9,"Nurse","Ross",2
9,"Nurse","Woman",1
9,"Others","Phoebe",1
9,"Others","Rachel",1
9,"Others","Ross",1
9,"Paleontologist","Professore Clerk",1
9,"Paleontologist","Ross",1
9,"Paleontologist","Woman",1
9,"Phoebe","Racel",1
9,"Phoebe","Rache",1
9,"Phoebe","Rachel",50
9,"Phoebe","Receptionist",2
9,"Phoebe","Ross",40
9,"Phoebe","Second Message",1
9,"Phoebe","Shop Assistant",1
9,"Phoebe","Steve",2
9,"Phoebe","Strange Man",1
9,"Phoebe","Stranger",1
9,"Phoebe","Tv",1
9,"Phoebe","Tv Announcer",1
9,"Phoebe","Waiter",4
9,"Phoebe","Woman at Door",1
9,"Phoebe","Zack",1
9,"Prof. Sherman","Ross",1
9,"Professor Sherman","Ross",1
9,"Professor Spafford","Ross",2
9,"Professore Clerk","Ross",1
9,"Professore Clerk","Woman",1
9,"Racel","Rachel",1
9,"Racel","Ross",1
9,"Rache","Rachel",1
9,"Rache","Ross",1
9,"Rachel","Receptionist",2
9,"Rachel","Ross",54
9,"Rachel","Second Message",1
9,"Rachel","Shop Assistant",1
9,"Rachel","Steve",4
9,"Rachel","Stranger",1
9,"Rachel","Tv",1
9,"Rachel","Tv Announcer",1
9,"Rachel","Waiter",3
9,"Rachel","Woman at Door",1
9,"Rachel","Zack",1
9,"Receptionist","Ross",4
9,"Receptionist","Woman",1
9,"Ross","Sarah",1
9,"Ross","Second Message",1
9,"Ross","Steve",3
9,"Ross","Tom",1
9,"Ross","Tv",1
9,"Ross","Tv Announcer",1
9,"Ross","Waiter",4
9,"Ross","Waiter #2",1
9,"Ross","Woman",5
9,"Ross","Woman at Door",1
9,"Salon Girl","Sonia",1
9,"Sarah","Woman",1
9,"Second Message","Steve",1
9,"Second Message","Tv",1
9,"Steve","Tv",1
9,"Steve","Waiter",1
9,"Tv Announcer","Woman at Door",1
9,"Waiter","Waiter #2",1
9,"Waiter","Waiters",1
10,"Adoption Agency Guy","Agency Guy",1
10,"Adoption Agency Guy","Chandler",1
10,"Adoption Agency Guy","Erica",1
10,"Adoption Agency Guy","Monica",1
10,"Adrienne","Chandler",1
10,"Adrienne","Monica",1
10,"Adrienne","Rachel",1
10,"Adrienne","Ross",1
10,"Agency Guy","Chandler",3
10,"Agency Guy","Erica",3
10,"Agency Guy","Monica",3
10,"Air Stewardess","Passenger #1",1
10,"Air Stewardess","Passenger #2",1
10,"Air Stewardess","Passenger #3",1
10,"Air Stewardess","Phoebe",1
10,"Air Stewardess","Rachel",2
10,"Air Stewardess","Ross",2
10,"Amanda","Chandler",2
10,"Amanda","Joey",2
10,"Amanda","Monica",4
10,"Amanda","Phoebe",4
10,"Amanda","Rachel",2
10,"Amy","Chandler",2
10,"Amy","Charlie",1
10,"Amy","Joey",5
10,"Amy","Monica",2
10,"Amy","Phoebe",1
10,"Amy","Rachel",8
10,"Amy","Ross",4
10,"Announcer","Mike",2
10,"Announcer","Phoebe",2
10,"Assistant","Ross",1
10,"Benjamin","Charlie",2
10,"Benjamin","Dr Biely",1
10,"Benjamin","Dr Li",1
10,"Benjamin","Ross",4
10,"Bill","Chandler",2
10,"Bill","Colleen",2
10,"Bill","Monica",2
10,"Bill","Owen",2
10,"Casting Assistant","Director",1
10,"Casting Assistant","Joey",1
10,"Casting Assistant","Phoebe",1
10,"Chandler","Charlie",3
10,"Chandler","Colleen",2
10,"Chandler","Doctor",2
10,"Chandler","Emma",1
10,"Chandler","Erica",12
10,"Chandler","Estelle",1
10,"Chandler","Frank Jr.",1
10,"Chandler","Gunther",1
10,"Chandler","Jack",2
10,"Chandler","Janice",3
10,"Chandler","Jennifer",1
10,"Chandler","Joey",59
10,"Chandler","Judy",2
10,"Chandler","Lady",1
10,"Chandler","Laura",3
10,"Chandler","Mike",9
10,"Chandler","Mike's Dad",2
10,"Chandler","Mike's Mom",2
10,"Chandler","Missy",1
10,"Chandler","Monica",85
10,"Chandler","Nurse",2
10,"Chandler","Owen",2
10,"Chandler","Phoebe",47
10,"Chandler","Pizza Guy",1
10,"Chandler","Rachel",50
10,"Chandler","Realtor",2
10,"Chandler","Ross",48
10,"Chandler","The Guys",1
10,"Charity Guy","Mike",3
10,"Charity Guy","Phoebe",3
10,"Charlie","Joey",5
10,"Charlie","Mike",1
10,"Charlie","Monica",2
10,"Charlie","Phoebe",3
10,"Charlie","Rachel",5
10,"Charlie","Ross",11
10,"Clerk","Phoebe",1
10,"Colleen","Monica",2
10,"Colleen","Owen",2
10,"Director","Joey",1
10,"Director","Phoebe",1
10,"Doctor","Erica",2
10,"Doctor","Monica",2
10,"Doctor","Nurse",1
10,"Donny","Donny Osmond",1
10,"Donny","Gene",3
10,"Donny","Henrietta",1
10,"Donny","Joey",4
10,"Donny","Stage Manager",1
10,"Donny","Voice",1
10,"Donny Osmond","Gene",1
10,"Donny Osmond","Joey",1
10,"Donny Osmond","Voice",1
10,"Dr Biely","Dr Li",1
10,"Dr Biely","Ross",1
10,"Dr Green","Nurse",1
10,"Dr Green","Rachel",1
10,"Dr Green","Ross",1
10,"Dr Li","Ross",1
10,"Emma","Joey",1
10,"Emma","Monica",1
10,"Emma","Phoebe",1
10,"Emma","Rachel",1
10,"Emma","Ross",1
10,"Erica","Joey",2
10,"Erica","Monica",13
10,"Erica","Nurse",2
10,"Erica","Phoebe",2
10,"Erica","Rachel",1
10,"Erica","Ross",2
10,"Estelle","Jack",1
10,"Estelle","Joey",1
10,"Estelle","Judy",1
10,"Estelle","Monica",1
10,"Estelle","Phoebe",1
10,"Estelle","Rachel",1
10,"Estelle","Ross",1
10,"Frank Jr.","Monica",1
10,"Frank Jr.","Phoebe",3
10,"Gene","Joey",3
10,"Gene","Stage Manager",1
10,"Gene","Voice",1
10,"Girl","Joey",1
10,"Girl","Mackenzie",1
10,"Girl","Ross",1
10,"Gunther","Joey",1
10,"Gunther","Monica",1
10,"Gunther","Phoebe",2
10,"Gunther","Rachel",2
10,"Gunther","Ross",2
10,"Henrietta","Joey",1
10,"Host","Phoebe",1
10,"Host","Rachel",1
10,"Jack","Joey",2
10,"Jack","Judy",2
10,"Jack","Monica",2
10,"Jack","Phoebe",2
10,"Jack","Rachel",2
10,"Jack","Ross",2
10,"Janice","Lady",1
10,"Janice","Monica",2
10,"Janice","Realtor",1
10,"Jennifer","Joey",1
10,"Jennifer","Monica",1
10,"Jennifer","Phoebe",1
10,"Jennifer","Rachel",1
10,"Jennifer","Ross",1
10,"Joey","Judy",2
10,"Joey","Laura",3
10,"Joey","Mackenzie",2
10,"Joey","Mike",11
10,"Joey","Mike's Dad",2
10,"Joey","Mike's Mom",2
10,"Joey","Monica",56
10,"Joey","Phoebe",57
10,"Joey","Phoebe-Estelle",1
10,"Joey","Rachel",59
10,"Joey","Realtor",1
10,"Joey","Ross",49
10,"Joey","Sarah",2
10,"Joey","Stage Manager",1
10,"Joey","Tape",1
10,"Joey","The Guys",1
10,"Joey","Voice",1
10,"Joey","Waiter",2
10,"Judy","Monica",2
10,"Judy","Phoebe",2
10,"Judy","Rachel",2
10,"Judy","Ross",2
10,"Lady","Monica",1
10,"Laura","Monica",3
10,"Maitre D'","Mr Campbell",1
10,"Maitre D'","Mr Zellner",1
10,"Maitre D'","Rachel",1
10,"Man","Mark",1
10,"Man","Monica",1
10,"Man","Phoebe",2
10,"Man","Rachel",2
10,"Man","Ross",2
10,"Man","Roy",1
10,"Mark","Rachel",1
10,"Mark","Ross",1
10,"Mike","Mike's Dad",2
10,"Mike","Mike's Mom",2
10,"Mike","Monica",10
10,"Mike","Phoebe",22
10,"Mike","Precious",1
10,"Mike","Rachel",8
10,"Mike","Rita",1
10,"Mike","Ross",9
10,"Mike","Woman",1
10,"Mike's Dad","Mike's Mom",2
10,"Mike's Dad","Monica",2
10,"Mike's Dad","Phoebe",2
10,"Mike's Dad","Rachel",2
10,"Mike's Dad","Ross",2
10,"Mike's Mom","Monica",2
10,"Mike's Mom","Phoebe",2
10,"Mike's Mom","Rachel",2
10,"Mike's Mom","Ross",2
10,"Missy","Ross",2
10,"Monica","Nurse",2
10,"Monica","Owen",2
10,"Monica","Phoebe",57
10,"Monica","Pizza Guy",1
10,"Monica","Rachel",49
10,"Monica","Realtor",2
10,"Monica","Ross",46
10,"Monica","Roy",1
10,"Monica","The Guys",1
10,"Mr Campbell","Mr Zellner",1
10,"Mr Campbell","Rachel",1
10,"Mr Zellner","Rachel",1
10,"Mr Zelner","Ross",2
10,"Nurse","Rachel",1
10,"Nurse","Ross",1
10,"Passenger #1","Passenger #2",1
10,"Passenger #1","Passenger #3",1
10,"Passenger #1","Phoebe",1
10,"Passenger #1","Rachel",1
10,"Passenger #1","Ross",1
10,"Passenger #2","Passenger #3",1
10,"Passenger #2","Phoebe",2
10,"Passenger #2","Rachel",2
10,"Passenger #2","Ross",2
10,"Passenger #3","Phoebe",1
10,"Passenger #3","Rachel",1
10,"Passenger #3","Ross",1
10,"Phoebe","Phoebe-Estelle",1
10,"Phoebe","Precious",2
10,"Phoebe","Rachel",57
10,"Phoebe","Rita",1
10,"Phoebe","Ross",50
10,"Phoebe","Roy",2
10,"Phoebe","Tape",1
10,"Phoebe","The Guys",1
10,"Phoebe","Ticket Agent",1
10,"Phoebe","Woman",1
10,"Pizza Guy","Rachel",1
10,"Pizza Guy","Ross",1
10,"Rachel","Ross",70
10,"Rachel","Roy",2
10,"Rachel","The Guys",1
10,"Rita","Woman",1
10,"Ross","The Guys",1
10,"Ross","Ticket Agent",1
10,"Sarah","Waiter",2
